VSID,PSID,REZNR,PZNEZD,ZAEHLER,EINHEIT,FAKTOR,FAKTORKENNZEICHEN,BJAHR,DATENMODELL,BNR
9366799,A365CD0F9E25FE46E64E,642512385,76516507,,ml,3,XX,2023,3,7OY5UD23
7181197,36E7F010627B33638C38,678658909,76906688,,mg,1,XX,2021,3,XZ9F5AKT
1795091,D34E61B8681FA66E5DAB,290990795,34726647,,mg,2,XX,2019,3,QATOGKDS
1308831,07DC0E3B24FC6572CED9,130206073,72049649,,St,1,XX,2023,3,9CFPNAD9
8811504,BA072DB515B6EA82AAF7,115719793,31609589,,St,1,XX,2019,3,9VQCSJJK
4826076,78BB7234BB391EC6B882,307037485,33220517,,St,1,XX,2023,3,19FSRE8P
4136867,C2FC2459CABC6BBC7326,370654477,32381768,,St,4,XX,2022,3,MS5SV6W8
7794508,63A52BAA94CA64F20FC9,426777835,74833434,,mg,1,XX,2021,3,JCKIXF1Z
4216612,1196237330DE34A9CEE9,429665541,78650880,,mg,1,XX,2022,3,LQW69CB6
4265726,19AE08B1F1C5AF61BC2E,603137030,38389493,,St,2,XX,2023,3,CA6TAOKE
8831573,BB9C606B56436B09FCFB,483214363,74275302,,St,4,XX,2022,3,O4QZKD9A
9154286,FE2C2F42102D6F786DD5,404256510,75613350,,St,4,XX,2022,3,H4EP0OTI
6477499,164062299DB432E9C9C6,175045091,75959188,,mg,2,XX,2021,3,IKP21DSP
9002470,EBC0B30A39156E5C6BA9,328666510,73787994,,mg,2,XX,2021,3,3DQ46RFK
8855827,A217BE8AA0CB2224FA8D,391650898,38310109,,mg,1,XX,2021,3,D6IDZ3AL
5742288,DA1EFE06C5F55F61F125,356235577,71259714,,St,2,XX,2020,3,OB0XG6FG
4332148,78CA71F9A5D9E1CDB8F6,904251668,34962515,,mg,1,XX,2022,3,QFZ12JY0
4519815,7866038949BA62BF66CC,285221390,73789429,,St,2,XX,2020,3,5R8RQMNW
1405760,CCE5DAA19A19D086BB83,848811168,75736518,,St,3,XX,2020,3,5NIZWPTT
9289816,613B676D97442CDB2625,912888720,74682432,,St,1,XX,2021,3,DQB5C2MZ
9059500,EB97630A0D4F05B66B55,501704099,73867079,,St,2,XX,2023,3,URFKMRGP
6693762,317F79DF8AE14E7A00D7,519531059,35232851,,St,1,XX,2023,3,3WYRABDG
3573573,4717A10F3CBB67B2ED2B,954739886,72596432,,St,1,XX,2023,3,R835J9M6
1035788,8ECA91DD997CA4D24976,326775135,32030114,,mg,2,XX,2021,3,GOK8U98N
8291649,46B4F5826D35FDAF1237,190256530,39962940,,St,2,XX,2022,3,VGS2NGGX
7718978,5CDC6933C9732809B5F8,584312967,71360814,,St,2,XX,2022,3,UIGRMV71
7181197,36E7F010627B33638C38,287368563,72983304,,St,1,XX,2021,3,XZ9F5AKT
6693762,317F79DF8AE14E7A00D7,519531059,75069291,,St,1,XX,2023,3,3WYRABDG
2318464,FB8BAC325573CE022410,884571708,76373609,,St,4,XX,2023,3,44PQIE3O
8160160,69B6B5BB9C2B1AA99E9B,508634372,32207624,,St,2,XX,2021,3,3SCHRQ62
9746750,79AF98330C6CBEF90151,955732214,77106095,1,ml,1,XX,2021,3,FHUU7QPH
6042821,375785417C20BC696B16,312606688,79348639,,g,3,XX,2023,3,D5T7C035
9289816,613B676D97442CDB2625,722501633,32292115,,St,1,XX,2021,3,DQB5C2MZ
4622288,C76A8ED31B71656C20B8,408045993,72728888,,St,1,XX,2023,3,K5J4O8J2
7995376,595B909DC8E59899F2F6,418478569,35028370,,St,1,XX,2023,3,B9ORB2JW
2986755,7A193E823B44CF9FD32E,467968825,35082225,,St,2,XX,2023,3,YIK46QVO
2125509,068BF8A8D61F66F86BE7,430413538,77638987,,mg,2,XX,2023,3,UPX6C81U
7275067,F46980D1895C37D8935F,774877614,31002578,,St,2,XX,2023,3,C15AX08W
5002086,579F9DF5DE1EAAAC3EC6,899259599,34378962,,mg,2,XX,2023,3,FHLV8GHL
2975774,0E6F9246EB23F9AB676D,744328090,33913271,,mg,2,XX,2022,3,Z5TN02IV
8054422,044603B788CB3A4110AA,882158830,71772445,,g,2,XX,2021,3,H8WV5FQL
1831598,5FE8787A139138A96B1E,123546879,33010168,,St,2,XX,2023,3,87XJCK8Q
9315483,AD4A3DB8E48D3CB99D3F,406508022,32665315,,mg,1,XX,2020,3,HNQ30KGS
6849782,5457EF30F0A32A8C5A1B,215700745,35780874,,St,2,XX,2021,3,AW03N7V2
1391066,8B8653EED8CE708A8C89,656952023,38046255,,St,3,XX,2023,3,L90AV21Z
3217232,C53887F97F2CEFE983E8,452726356,36026741,,St,1,XX,2020,3,TQS0DGSR
6850211,322B66089D01BE25B7DB,799526773,79981313,,mg,2,XX,2021,3,UPR4EQ9I
7138803,3F926691FC11ABB6D4E1,847212229,39408976,,St,2,XX,2023,3,15CGJB67
8743411,ACF06B9EAFCB1F374D76,814986252,73501848,,St,1,XX,2019,3,73YBZ3VL
1344722,C67DE984CE7373294D29,419084522,75767845,,St,2,XX,2022,3,B2LYCKHT
2155402,E90D1CA496C7AA5EF2D8,455007667,35330352,,ml,1,XX,2023,3,P3ZEB9WB
2163057,F66066AC94A8BC09D433,432238008,72917607,,St,1,XX,2021,3,EPSNZ8YE
5227970,54FBCCF524F536638B5D,374902029,39807690,,mg,1,XX,2022,3,XNLTAN6C
4506719,D804FE498E8932D22721,156024153,32074358,,St,1,XX,2021,3,5EZHDMLO
3153954,5CF2B9CD14C273DB58E4,107261422,73945866,,St,2,XX,2022,3,V8TUV7MH
9469012,DB0F91C5F83D60A9362F,128996628,71106904,,mg,1,XX,2021,3,0W8HG7RQ
4081788,6F1C314233D8697987BC,737186462,36426382,,St,3,XX,2022,3,JO5X0MOL
1748976,7CA1D88E1E54C50DEA38,980961205,77535506,,St,1,XX,2022,3,985FK43F
7933872,512294AEC29DA76D515E,483376474,74161855,,St,1,XX,2022,3,H72SYNK7
8850202,82620B354A7B41908EA1,509301670,73074767,,St,2,XX,2022,3,S3HG00BL
4263899,280C861CDC9EC2D85630,375537492,72493433,1,mg,2,XX,2021,3,B0XL4266
6617725,43CEE041C341004A1714,787893061,79881210,,mg,3,XX,2021,3,MOJEOGVM
9059500,EB97630A0D4F05B66B55,501704099,73843856,,St,2,XX,2023,3,URFKMRGP
6243181,41B4F416F56846BF233C,530354662,74270353,,St,2,XX,2019,3,RWWYLEFD
5742288,DA1EFE06C5F55F61F125,132248456,32179409,,St,2,XX,2020,3,OB0XG6FG
6439956,07C2510BDA994D73D8E9,684561147,38610955,,St,3,XX,2022,3,YITG544S
7734753,C88EA05E01161278F4C7,346276880,31380636,,St,2,XX,2021,3,PPXB0S9U
7747778,FDF4AB0ED2FCF5FA1867,778311199,77471861,,St,1,XX,2022,3,1VD0TICF
9227310,B4049525105D5F969E7A,708742318,31313019,,g,2,XX,2023,3,FI7793FV
5449778,A008FD033D81543DE796,520633264,78076485,,St,2,XX,2021,3,HCNMHODY
2841795,F92D14406F866BBEE033,927487423,79156605,,St,1,XX,2019,3,LDPTI481
4844722,FB84CFB0AEFA881E9538,222354179,77390931,,St,1,XX,2023,3,ECWQUJPR
3493731,829814A7FBE5092BD972,570564220,79132312,,St,1,XX,2023,3,01297KYX
3859503,7C1A7738E6CB2F8FD513,172063650,78581703,,St,1,XX,2023,3,O6FFSAJP
4480025,46EAEBF3D6DDF61F6F5F,378384356,76229289,,St,1,XX,2020,3,Y05K2IHG
2993223,565C065919F51FBE8581,538639002,38297011,,mg,3,XX,2022,3,9UWERK52
8054422,044603B788CB3A4110AA,600287160,74474205,,mg,2,XX,2021,3,H8WV5FQL
2083309,D224E0A0A87706614965,106025644,33825309,,mg,2,XX,2023,3,NNIS8ZOD
5750122,94EB6605347BC2F74AEC,246948177,73005303,,St,3,XX,2021,3,0M6BQUO1
5627368,B4647C0E63C7ECB0B2D4,736375956,35778710,,St,2,XX,2019,3,31V7OSYC
4270182,FAD1ADE72E20D8876863,333696243,39956064,,g,1,XX,2019,3,R99Y66V4
4958978,B2DFAF7E15C6645D4781,474931205,39600392,,St,1,XX,2023,3,HQDAX7AC
5503803,5A0512E45B1BA6CAFF98,915644490,75460443,,ml,1,XX,2023,3,RJ6G89UB
3684179,D254C9E510A2CE965CB4,305228806,32048215,,St,1,XX,2021,3,G3LHWMI7
9724395,573640E173461D354C3C,728453532,37631445,,St,2,XX,2019,3,YH7CQDEU
8775998,A3282B6E3F184A1A5BAD,231284670,71739508,,mg,2,XX,2022,3,0VM8LDCD
8657801,5954DC63CC80BE6E6D77,354079433,38260673,,St,1,XX,2021,3,24P1KOIY
8743411,ACF06B9EAFCB1F374D76,197415991,74588824,,St,1,XX,2019,3,73YBZ3VL
8827470,4029C9D7B5C43765DA89,149336480,31527042,,mg,2,XX,2022,3,AP31CXP5
4148686,BE593771C0374E3DE079,104842163,77336532,,mg,2,XX,2019,3,VCOLP8WN
9712029,6588FDEF38EC7B1C19D7,796158962,34367279,,St,2,XX,2023,3,LV7H9736
8596296,9905FC0252388DE43DCD,800520867,79068809,,g,1,XX,2021,3,EBAT3IM2
2125509,068BF8A8D61F66F86BE7,430413538,77012495,,mg,3,XX,2023,3,UPX6C81U
7962042,DED48C0C1E3D508CE24F,847681694,78320311,,mg,1,XX,2022,3,HEXZ9YWF
4854138,4DD324331075FF21046A,226012311,78395027,,St,4,XX,2021,3,55541RK9
7794508,63A52BAA94CA64F20FC9,426777835,76323583,,mg,1,XX,2021,3,JCKIXF1Z
9223230,68CD2440A8055950A63F,115240398,73469585,2,mg,1,XX,2023,3,3D6NMZ5P
2932633,F9A29B7FC6D6BDBB86B0,574782390,34653430,,St,1,XX,2022,3,TQ7FKYVF
7985524,0F95C33EF2F3B3FF4C2F,174704585,33853807,,mg,1,XX,2022,3,25A4ZGZ4
7280282,D081E687FBA13CFB4648,970848893,77858961,2,St,3,XX,2021,3,GE1TTP4A
9671832,7EE13616B611ABFBC825,672200196,71688844,,St,1,XX,2021,3,7H4WL8EZ
4826676,960427912E253F34EEE1,154878726,77316139,,St,3,XX,2020,3,Y5BA5455
1984763,BB37A7CD84965032C4AB,793487376,78198893,,St,1,XX,2023,3,P1JVQN2B
9606914,95624C2D1C6482441A2E,924147930,39406205,,St,4,XX,2023,3,O6RN6VWF
7275067,F46980D1895C37D8935F,774877614,31938137,,mg,2,XX,2023,3,C15AX08W
1788041,D4C16F33A71B2BD17AC6,961654566,32446569,,mg,1,XX,2021,3,IT5PUP6E
1841331,5624C0E7F4798F30BA4F,869017112,36479923,,mg,2,XX,2022,3,PZPXGE5D
4270182,FAD1ADE72E20D8876863,746167152,31017840,2,mg,1,XX,2019,3,R99Y66V4
6601639,6DECA405EC1B526A1195,157123868,37122786,,St,1,XX,2022,3,QCM40HU0
4228919,FF75091D4E485C348310,496973068,74031588,,mg,2,XX,2022,3,DO04T0WA
7996557,D70B1D4EC4FC8DE08237,326355239,34158435,,St,1,XX,2022,3,BUC47HOR
7747778,FDF4AB0ED2FCF5FA1867,778311199,71684334,,mg,1,XX,2022,3,1VD0TICF
2975774,0E6F9246EB23F9AB676D,739528921,71472529,,mg,2,XX,2022,3,Z5TN02IV
9208829,84053B6F0693BEC07B22,416631460,75315418,,St,1,XX,2020,3,DY8LVRT7
7331503,2748E032F71555803995,334919244,39794515,,mg,2,XX,2019,3,4G2CBQBQ
5008797,63D2580A3D9A78B06FC2,787749566,32309255,,St,1,XX,2023,3,7V3KAH9N
7985524,0F95C33EF2F3B3FF4C2F,174704585,79994918,,mg,1,XX,2022,3,25A4ZGZ4
2024208,5A26BCFAC659A6540E3B,978430255,33079828,2,St,1,XX,2023,3,6C4DDXLK
9356358,CDA18D32A81887E4EFFD,652657083,32346609,,St,1,XX,2019,3,JTENNWLF
4754716,49C1E6E37950A0E8CA9A,306267810,77276475,,mg,2,XX,2022,3,522BBR1U
5756461,43DFB19FD7489380B2DB,673577981,75249476,,mg,2,XX,2022,3,4UMTZAMB
3465515,C9E933B3BCB65AB366EE,716415665,36400182,,St,1,XX,2023,3,Z1AJNHF3
3684179,D254C9E510A2CE965CB4,305228806,79833179,,St,1,XX,2021,3,G3LHWMI7
6794842,525789F6990CB0E6AF22,377299718,37063856,,g,1,XX,2023,3,GG3UDTHI
4471094,B555AC5E892716C3EE9D,836317063,76783014,,St,2,XX,2022,3,7UV59MOM
5420561,C83A66D041AC68F9E638,679994327,32982048,,mg,2,XX,2022,3,IPUAFN26
1215420,B8E864786E43ADD59BC5,381125316,72680034,,St,1,XX,2020,3,3B0X4Q26
3263860,F0D9470D779A42D80CAE,555872474,76487774,,St,1,XX,2022,3,CND4AGM6
5491972,329D7FE56F55EBF5993A,121533479,78631230,,mg,1,XX,2021,3,2KOFMPDJ
9829091,7A82AB6001B06D63DA6D,587793576,77017518,,mg,1,XX,2022,3,NDLDWQNJ
2598977,8BA0624E5A8DCD15A7A4,656755498,76649537,,St,1,XX,2020,3,EZJFH0ZX
8489691,7D5F8C74570EFE67D2DD,612822910,34528803,,mc,2,XX,2021,3,1E70DPPT
3550092,2FC47499B1F36D69ECE6,111232900,73572046,,ml,1,XX,2021,3,QDSVC6HN
9315483,AD4A3DB8E48D3CB99D3F,406508022,36500594,,St,3,XX,2020,3,HNQ30KGS
6943620,DFCCE50F470E4AA0DFE1,848450447,78913117,,St,2,XX,2023,3,SROXES29
4622288,C76A8ED31B71656C20B8,935000240,74992366,,St,2,XX,2023,3,K5J4O8J2
3981198,56B750FAC1AF76B2C224,249735283,72932746,,g,1,XX,2023,3,CNE91O3R
2637217,B3D8C0C51A9C9F9A6E9E,380452902,78748200,,mg,2,XX,2022,3,QV7N3O2Y
1769575,BF5F53FF41D8BF7D4414,771976090,74190102,,ml,2,XX,2023,3,15TZSK05
9585557,A1B6242AA885C7829270,313604946,37468069,,mg,1,XX,2023,3,H30XLF3H
5185438,FA15F065599709E0E285,912209686,33700858,,mg,1,XX,2021,3,R118OI8O
2889569,0A9FFB4DC7F37926D474,274055208,36443646,,mg,1,XX,2023,3,8ZLGXX4T
7727100,D789BDEA672D8437E358,832426909,37458509,,g,1,XX,2022,3,ZT5W8OYM
8606950,3A69097A8D4DE564DA94,492451612,36356529,,g,1,XX,2021,3,4CZ21E3Q
8882444,D22D53571F2D335AAF45,204480757,77793858,,St,1,XX,2021,3,4VXYNQUI
5290089,63BAF5B71A7732F3F7D2,293752114,37275041,,St,2,XX,2021,3,6SUHJDM0
9133718,03BCB4C3372B085C75C9,631941800,31372229,,mg,1,XX,2022,3,KFOB723Y
2711604,3C66DF36F991745009A5,941977788,78200675,,St,1,XX,2023,3,1LVUB6TI
9002789,429FDDFED3542B46D228,729977120,72348336,,mg,2,XX,2022,3,0NMOBH0W
6579221,64B21B59A01C4418E7D5,314111478,79291249,,mg,2,XX,2023,3,HKQOKVRL
5395604,363A4E29B4FD519B4689,125338231,34712670,,St,3,XX,2022,3,TO2Y9TW8
6710556,2A59E62B5753CF1E2EDE,364750706,36649644,,mg,1,XX,2021,3,P669VCZ1
1321354,CCA593B890724BC6BAC9,462989496,36839522,,mg,1,XX,2022,3,XE7YR1RK
5539414,8D0015B8F330D52D3868,118018609,35719675,,mg,3,XX,2019,3,1HEWVYKH
7995376,595B909DC8E59899F2F6,996105358,78583091,,St,1,XX,2023,3,B9ORB2JW
6517756,7DBF1F771E8DB5D62944,384808205,76203779,,mg,1,XX,2022,3,OQV7ZMD2
7754156,6201051292C2BBF2FCDC,141497957,71654239,,mg,4,XX,2021,3,RDJ53CCX
9289816,613B676D97442CDB2625,333327761,77104943,,ml,2,XX,2021,3,DQB5C2MZ
7311014,E90FDB705DA8DC5BF52D,392228003,32673961,,St,1,XX,2022,3,EBO1C2MG
8804891,E06D9D51D1C33EAF66B0,427621802,79035802,,St,1,XX,2019,3,6354XHR5
8206851,C5B3ACC3556DC06587C6,760311752,38449939,,St,3,XX,2022,3,CPUL3RF5
9505396,7041EFA66FF9733EDE36,119220320,78741348,,mg,1,XX,2022,3,28ZUSGFH
5635610,E1A6A458FCCFBF5D16EF,981167788,38998494,,St,1,XX,2019,3,AP83O1QB
2276278,7F558E4C3836AF05CD65,626272638,35078250,,mg,4,XX,2023,3,7W3AQNEA
1405760,CCE5DAA19A19D086BB83,304903538,33302298,,St,1,XX,2020,3,5NIZWPTT
4622288,C76A8ED31B71656C20B8,408045993,36170231,,St,3,XX,2023,3,K5J4O8J2
8749909,897D778F2B41DD508380,821626531,78363323,,St,1,XX,2021,3,JANW3YU6
1841331,5624C0E7F4798F30BA4F,751323246,73629746,,mg,1,XX,2022,3,PZPXGE5D
2486394,87CF21211B295E59E3BB,397277669,31412054,,St,3,XX,2020,3,7HBLA8JR
8236375,2D82D79F95D2D231AAE6,988292190,73300656,,mg,2,XX,2021,3,DQT9SLTT
1335080,E59905E31F94C5918B13,766940164,33087614,,St,1,XX,2020,3,ED0TUX9B
5845623,E8C5FAB562D55B9122CB,728450538,79328236,,St,2,XX,2019,3,56409MPI
9505396,7041EFA66FF9733EDE36,170072789,77116794,,St,3,XX,2022,3,28ZUSGFH
3732884,1AC6B4FD7344BBE15EC9,198770538,79633598,,mg,3,XX,2022,3,WVI47TK8
3815881,9E74BCB0C63CCD869C36,901828210,34075451,,mg,2,XX,2023,3,G6GLG4G2
1798394,6A2FF56A5CC6B1133768,204623487,75932443,,St,1,XX,2023,3,C4QV1X7I
7138318,E691712E2430DE1EB5B9,350638419,32875526,,St,2,XX,2021,3,CBCA3P36
3652046,C0ADC96861164AF7F1AF,458421233,76115424,,St,1,XX,2021,3,2VBTCGTJ
6272399,DDC37A0F612779F371C6,379680116,38534902,,St,2,XX,2021,3,VJ8FK83C
6046774,B2E9AAAA7A1471EC2E9C,868639886,79689345,,mg,1,XX,2021,3,NCCP3Q43
5494479,4D7F9F32115BB62CE56D,773282818,74214429,,St,2,XX,2022,3,5FT1ICB3
9801493,E3BE294C510F7A3EFC67,565479751,31960697,,St,2,XX,2022,3,CGZKC7UJ
2340006,21B6FE94583DBE552180,346555338,36495817,,mg,2,XX,2021,3,47U21CC1
2502107,F854FAE5C5D602517062,736511527,73325316,,mg,1,XX,2019,3,FX7BCFL3
8786617,C718B2410508C8D150E7,305182660,73072920,,St,1,XX,2022,3,UOPBO25S
9264736,442261A02F971B4664F9,102071093,79442797,,mg,1,XX,2021,3,2A5QA371
7498020,731569C1E69057F6E00D,979405760,74214660,,St,1,XX,2023,3,C3OEC5D2
5416814,E3EE62120AAE5CEA757C,688008054,72036732,,mc,2,XX,2023,3,R1J8XDDP
8827470,4029C9D7B5C43765DA89,149336480,38203062,,mg,2,XX,2022,3,AP31CXP5
9289816,613B676D97442CDB2625,912888720,76525451,,St,1,XX,2021,3,DQB5C2MZ
4062053,FE74337C3C8D9973F9EE,466078949,33479081,,St,3,XX,2021,3,VGYX6SSM
1122518,D2B555133925D9333545,237553194,78970657,,mg,3,XX,2023,3,SRWGIQ04
2937653,38348A5A194DF4DE5851,777352839,34712364,,St,1,XX,2021,3,ECDI6NVU
5750122,94EB6605347BC2F74AEC,246948177,34576564,,St,2,XX,2021,3,0M6BQUO1
3450708,85EC7C37429705BE4312,729277627,39727064,,St,1,XX,2023,3,R44CLP64
1084946,2813C8990FE1293923F6,946952346,36400259,,St,1,XX,2022,3,R5HG7IH9
6850211,322B66089D01BE25B7DB,403313248,34724354,,mg,1,XX,2021,3,UPR4EQ9I
1667208,F7A4C615AB0D91FC27FB,588615487,72875653,,St,1,XX,2022,3,BMUPSX2L
8804891,E06D9D51D1C33EAF66B0,841578311,71353255,,St,1,XX,2019,3,6354XHR5
6574858,E3A95B334D7F42110FC7,504888401,76969922,2,St,2,XX,2021,3,5HI38D4H
4518763,CC295D5432D5A9F92CE5,626662175,38243316,,mg,1,XX,2020,3,FOO5WABB
4958978,B2DFAF7E15C6645D4781,474931205,72422855,1,St,2,XX,2023,3,HQDAX7AC
1841331,5624C0E7F4798F30BA4F,869017112,72810955,,ml,3,XX,2022,3,PZPXGE5D
8181708,B90E7494A837C457ED6E,673556327,77188297,,mg,1,XX,2022,3,UV5FO0JD
9087293,279483EA13E5BFF8F0F4,875215470,37470817,,St,2,XX,2023,3,XVMFE52I
7552958,FE98F357400F055224D8,232423435,38182644,,St,2,XX,2022,3,M318BRAT
9909115,D3C73A3BD83035508BA7,111990483,76363386,,g,1,XX,2021,3,GAQIEZRP
7634637,48FC1CC19C1785768C8B,587126006,35356008,,St,2,XX,2021,3,AMVJBKRH
9369709,B71F3A91BC0B3D50B967,738818438,35103332,2,St,3,XX,2022,3,K94W4VNL
5227970,54FBCCF524F536638B5D,169204077,34171807,,mg,1,XX,2022,3,XNLTAN6C
5443101,359E35454318DE94F541,322424675,35109200,,g,1,XX,2021,3,CSNJL5IQ
6561576,4840A77C34AF1B9610C0,754228028,36625421,,St,2,XX,2022,3,J5OY7ZK5
1853491,833D6FA89DC01D1C8A06,222137175,74126005,,mg,1,XX,2023,3,2AGQWUZ7
6364361,D203371106E83D8B078F,424479435,37458746,,mg,2,XX,2021,3,SNZP2OIL
9002470,EBC0B30A39156E5C6BA9,328666510,76309743,,g,1,XX,2021,3,3DQ46RFK
4486620,86AA2AF0DE94D6D886B7,161608836,74321490,,mg,1,XX,2023,3,P2RTUTHM
5160772,48231B8881247024C769,288824736,34409469,,mg,3,XX,2021,3,L8V1QV6Q
3245308,2678C49C07DDC03F8FAC,476695602,38096990,,St,1,XX,2020,3,DGHQNVN2
1984763,BB37A7CD84965032C4AB,793487376,34030609,,St,3,XX,2023,3,P1JVQN2B
1748976,7CA1D88E1E54C50DEA38,778006378,78511288,,mg,1,XX,2022,3,985FK43F
2618311,41C4B3CCBCDF98720F2F,746716861,79968706,,St,1,XX,2020,3,PPEEW8DK
2609302,E58142A966AA09B2264C,815907552,77241707,,St,1,XX,2021,3,Z1CG5ZTW
8813422,BB3CC104BAC1E5A5F9E7,675624475,79090506,,mg,1,XX,2023,3,RHOXNDRE
7684793,FD8788277A56134815F1,311108671,79996203,,ml,2,XX,2023,3,TOBF7RIN
3741293,161D2D8B51A69E219AD1,840768310,72443552,,mg,2,XX,2021,3,JO21J2HM
2954503,1DCC27B8166BA2B770A5,410752600,34681798,,mc,3,XX,2023,3,H6893ZMP
7305740,40953EFF0DD734949A67,338525958,31436034,1,St,2,XX,2022,3,R1Q7A96N
8303242,599134CF2FBFCC0FEC6E,929778534,32973952,,St,2,XX,2021,3,X1GSZA5U
3380560,5001A6F7C8271245EC95,960705729,34338478,,St,2,XX,2023,3,9YBOPPW4
3055806,D70126E9F51A9474965A,919061237,39137850,,St,1,XX,2022,3,6RNKX329
5185438,FA15F065599709E0E285,912209686,73478129,,St,1,XX,2021,3,R118OI8O
3422246,BA8D4AE8E3112EF9842D,861465141,71630015,,St,3,XX,2023,3,CM51MYIH
7302275,39CC863EFF5A63903F53,634436055,34811303,,mg,1,XX,2020,3,LECPAEH5
3253107,7A6B6380343437D5EE79,868349082,39416216,,St,2,XX,2023,3,O5B5IJ1V
4926238,EF49694E48DDAE11B1F3,402566492,34565327,,St,2,XX,2020,3,TYO3C5R8
3647315,625C682F049EA690F21E,225302563,38351201,,mc,1,XX,2022,3,3NOB91G7
7962042,DED48C0C1E3D508CE24F,436340828,79902631,,mg,1,XX,2022,3,HEXZ9YWF
8160718,61040981349CA32FEF0A,440007261,35224759,,St,2,XX,2022,3,911NVEKY
2711604,3C66DF36F991745009A5,941977788,72310450,,mg,1,XX,2023,3,1LVUB6TI
3336209,A3C1FAFEE2118CCEA7C8,300021237,72386468,,St,2,XX,2023,3,V2K9EF7O
9113058,268E7802246F852BC303,810798194,32857032,,St,2,XX,2023,3,L61RBLR3
9708389,18123A3EE1DC116E8477,815563032,32251322,,St,1,XX,2022,3,TWP0L7ZH
1035788,8ECA91DD997CA4D24976,326775135,39901822,,mg,1,XX,2021,3,GOK8U98N
9789333,D9BC0FD09653F37DFAF7,672394653,72246562,,St,1,XX,2022,3,VCLIW6WO
9401535,BC13B83CE325A14F735A,318428216,36728800,,St,2,XX,2022,3,ZJ7KSNN8
4968412,2A6E8A644E00C246E6ED,624875958,79798915,,mg,1,XX,2023,3,EHYG1NQG
3860411,8E17FA9DCE2D9D14E691,248625061,38421449,,St,2,XX,2020,3,Q6OO1CUG
8642977,01DC826E10FD575E2AC5,647478413,75988120,,mg,1,XX,2023,3,HMVESWGB
3217232,C53887F97F2CEFE983E8,517534492,71528781,,St,1,XX,2020,3,TQS0DGSR
3153954,5CF2B9CD14C273DB58E4,107261422,33092748,,St,1,XX,2022,3,V8TUV7MH
5420561,C83A66D041AC68F9E638,873677491,38069796,,St,3,XX,2022,3,IPUAFN26
9626193,3D31AAF1FEAD02C0899C,270306583,35375720,,St,2,XX,2021,3,IO1VPH2E
5845623,E8C5FAB562D55B9122CB,728450538,75404751,,mg,1,XX,2019,3,56409MPI
3506758,347A2D9900AAA5F75186,962578352,33887032,,St,3,XX,2022,3,5IVX8XRT
1841331,5624C0E7F4798F30BA4F,331474080,78639873,,mg,3,XX,2022,3,PZPXGE5D
1377672,E9C9D3E821691FDEB2F9,390813611,73234853,,St,2,XX,2022,3,I2CAY6MI
7995376,595B909DC8E59899F2F6,418478569,72663155,,St,1,XX,2023,3,B9ORB2JW
7550837,27ADFB1211E9B925AEE2,780823617,77644176,,St,1,XX,2023,3,DRMVR3JU
4365070,BC63E4E81B664C4D7DE0,405341281,35886773,,St,1,XX,2022,3,P4GSNY3E
8594334,D1C896D5CE8878999F67,752994237,77762762,,St,2,XX,2023,3,R99PUOSB
6348163,307CB722C1D7BFE19919,288672717,37061326,,St,1,XX,2023,3,PW5FMLBJ
6158367,768F16924850E486385D,684085549,32633618,,mg,2,XX,2019,3,Y032SJXO
9585557,A1B6242AA885C7829270,313604946,75914953,2,St,1,XX,2023,3,H30XLF3H
9002789,429FDDFED3542B46D228,566475803,75059043,,St,1,XX,2022,3,0NMOBH0W
1683744,E350CD9773D31B0713E5,808027799,79649612,,St,1,XX,2022,3,TMNWTGZG
7434402,C9924CC60E201B5F6649,370888008,72636880,,St,1,XX,2022,3,JYT58LJI
3860411,8E17FA9DCE2D9D14E691,248625061,39074723,,St,1,XX,2020,3,Q6OO1CUG
9218080,DFB6298B0FEC411552AF,991741748,38165832,,mc,1,XX,2022,3,M0JEOSLP
8109501,B55674EEDBE0199BE769,811845025,72169764,,St,1,XX,2023,3,ITLGPUN5
7438638,85F2AE93E061D59AC345,185503114,79257558,,St,4,XX,2023,3,DC7I0OWB
5433412,60A73C4CAAB8F0C99FE6,567352326,79135452,,ml,2,XX,2022,3,2AVLV8UJ
8144428,BE3CBC3012A015AF4029,877215913,31663292,,St,1,XX,2023,3,2Y372VX5
4826076,78BB7234BB391EC6B882,307037485,33525319,,St,2,XX,2023,3,19FSRE8P
4407129,62BF09A805001485BFC4,250587270,76552962,,mg,3,XX,2023,3,VT33XGLW
1335080,E59905E31F94C5918B13,766940164,73260133,,mg,1,XX,2020,3,ED0TUX9B
9630203,2DE4E4B94800E358AD17,388571411,76838044,,St,1,XX,2023,3,MHLJUR6X
8303242,599134CF2FBFCC0FEC6E,929778534,36456002,,St,1,XX,2021,3,X1GSZA5U
3505197,AB277AAB5D3A8C79F1A3,256915789,75463651,,St,1,XX,2023,3,CURETYTP
1797535,9797EA45B31AFE1B2104,900202241,34805355,,mg,1,XX,2023,3,QWVB5904
5185438,FA15F065599709E0E285,912209686,32949108,,ml,1,XX,2021,3,R118OI8O
5420561,C83A66D041AC68F9E638,873677491,38830317,,St,2,XX,2022,3,IPUAFN26
8743411,ACF06B9EAFCB1F374D76,197415991,74902828,,St,4,XX,2019,3,73YBZ3VL
2105777,DB66BA373B68A64796E9,904474865,75392668,,St,2,XX,2023,3,NUP5L019
